region,value
45091,51080
46003,43236
46005,40622
46007,32626
46009,42595
46011,48258
46013,46541
46015,42665
46017,20061
46019,38512
46021,44246
46023,35335
46025,42399
46027,39030
46029,45588
46031,29217
46033,47731
46035,44178
46037,41093
46039,48848
46041,31980
46043,44958
46045,47755
46047,36782
46049,46583
46051,47488
46053,33096
46055,42272
46057,52877
46059,47183
46061,53751
46063,40788
46065,53508
46067,41809
46069,43775
46071,32908
46073,44755
46075,41936
46077,46540
46079,49396
46081,39864
46083,73064
46085,37251
46087,49732
46089,35545
46091,45804
46093,47159
46095,31116
46097,42580
46099,48713
46101,49950
46103,45462
46105,37237
46107,47323
46109,41500
46111,43648
46113,26515
46115,46753
46117,53182
46119,53584
46121,28409
46123,38105
46125,49395
46127,62150
46129,38156
46135,43335
46137,28331
47001,39398
47003,39326
47005,33068
47007,33213
47009,42172
47011,39677
47013,30061
47015,37951
47017,33412
47019,30477
47021,48864
47023,37923
47025,30479
47027,28445
47029,28782
47031,40337
47033,34487
47035,33630
47037,43930
47039,33676
47041,34773
47043,41840
47045,37345
47047,52131
47049,28889
47051,38572
47053,37275
47055,37087
47057,32828
47059,33460
47061,24273
47063,36089
47065,44055
47067,24179
47069,32331
47071,33622
47073,33573
47075,32136
47077,38091
47079,34712
47081,31447
47083,35099
47085,39015
47087,30835
47089,37654
47091,28505
47093,45665
47095,26402
47097,29916
47099,36763
47101,32639
47103,38549
47105,49502
47107,37703
47109,32173
47111,32950
47113,37896
47115,39177
47117,39396
47119,43240
47121,35221
47123,35395
47125,47483
47127,47244
47129,35363
47131,32055
47133,32973
47135,30704
47137,30129
47139,34757
47141,33064
47143,36138
47145,39093
47147,47514
47149,53060
47151,25805
47153,43206
47155,37611
47157,41910
47159,40629
47161,40465
47163,37556
47165,52149
47167,49458
47169,38394
47171,34007
47173,32786
47175,34774
47177,33783
47179,38632
47181,30984
47183,32371
47185,31916
47187,86710
47189,55477
48001,38388
48003,58384
48005,38876
48007,38748
48009,52826
48011,48471
48013,43365
48015,48397
48017,34991
48019,46808
48021,46638
48023,32142
48025,38876
48027,46705
48029,46177
48031,51068
48033,56209
48035,39862
48037,38739
48039,61690
48041,36949
48043,36367
48045,37417
48047,25708
48049,35930
48051,42529
48053,45834
48055,42797
48057,47431
48059,39186
48061,31530
48063,35283
48065,55102
48067,34916
48069,37839
48071,69668
48073,35092
48075,31543
48077,46810
48079,34633
48081,36144
48083,30702
48085,75619
48087,32910
48089,39465
48091,65396
48093,32952
48095,36301
48097,49813
48099,46648
48101,30030
48103,54775
48105,46724
48107,32960
48109,30637
48111,39410
48113,44547
48115,35648
48117,35330
48119,35324
48121,69839
48123,42719
48125,33005
48127,33293
48129,32419
48131,32658
48133,37160
48135,49987
48137,32864
48139,55106
48141,36964
48143,37520
48145,31968
48147,39423
48149,47370
48151,37841
48153,33975
48155,31139
48157,81744
48159,38590
48161,41297
48163,32925
48165,46183
48167,55993
48169,43833
48171,46910
48173,61181
48175,45064
48177,34456
48179,45217
48181,41472
48183,43244
48185,41370
48187,55135
48189,36463
48191,28252
48193,36685
48195,48550
48197,34154
48199,48392
48201,48853
48203,40711
48205,60036
48207,32058
48209,55109
48211,64282
48213,36332
48215,32183
48217,37434
48219,46541
48221,54917
48223,38931
48225,32341
48227,43369
48229,29158
48231,41254
48233,46554
48235,54706
48237,46654
48239,44952
48241,36653
48243,41136
48245,39150
48247,33343
48249,38360
48251,52040
48253,37776
48255,40372
48257,56731
48259,70546
48261,35420
48263,38164
48265,39482
48267,35356
48269,52710
48271,38380
48273,36511
48275,32008
48277,34960
48279,34145
48281,45332
48283,33005
48285,40757
48287,48440
48289,40562
48291,42942
48293,33978
48295,52528
48297,46243
48299,42470
48301,41297
48303,42985
48305,35039
48307,35718
48309,38190
48311,52715
48313,34836
48315,33562
48317,46502
48319,39139
48321,39092
48323,29826
48325,49952
48327,29191
48329,66167
48331,37310
48333,37494
48335,44337
48337,38608
48339,64462
48341,43700
48343,33819
48345,34556
48347,34199
48349,35732
48351,35844
48353,33335
48355,44939
48357,56402
48359,48759
48361,47744
48363,36882
48365,46304
48367,56912
48369,38857
48371,40700
48373,37043
48375,34749
48377,30471
48379,39228
48381,56206
48383,57401
48385,32136
48387,29209
48389,34458
48391,42047
48393,65215
48395,37785
48397,85989
48399,34194
48401,41243
48403,34944
48405,29889
48407,39356
48409,43504
48411,33506
48413,46872
48415,49491
48417,47536
48419,34004
48421,44688
48423,44369
48425,52340
48427,23628
48429,40713
48431,53255
48433,39205
48435,54959
48437,33107
48439,52920
48441,40993
48443,34141
48445,34863
48447,38669
48449,37664
48451,42225
48453,56143
48455,31104
48457,38115
48459,43233
48461,50728
48463,33305
48465,35938
48467,40193
48469,47934
48471,37284
48473,45871
48475,47452
48477,46007
48479,35945
48481,39860
48483,48285
48485,40428
48487,35190
48489,26918
48491,66261
48493,56582
48495,50491
48497,54302
48499,42558
48501,53933
48503,41264
48505,32089
48507,23520
49001,42906
49003,56143
49005,46085
49007,41470
49009,49362
49011,65521
49013,57086
49015,48423
49017,40730
49019,39400
49021,40396
49023,48304
49025,43103
49027,47822
49029,77648
49031,35243
49033,50813
49035,57393
49037,37502
49039,42162
49041,46383
49043,76170
49045,55239
49047,57683
49049,55862
49051,59911
49053,46849
49055,36217
49057,50269
50001,50853
50003,44908
50005,39998
50007,58232
50009,33609
50011,51996
50013,53527
50015,43468
50017,47751
50019,37684
50021,42552
50023,48933
50025,43375
50027,47630
51001,35398
51003,65127
51005,41832
51007,48409
51009,43957
51011,40976
51013,94421
51015,50993
51017,39943
51019,52903
51021,39001
51023,56732
51025,35152
51027,29406
51029,36769
51031,44621
51033,51854
51035,33681
51036,45004
51037,33213
51041,62729
51043,69174
51045,42338
51047,59402
51049,38871
51051,31048
51053,48231
51057,41315
51059,102907
51061,76912
51063,38735
51065,58696
51067,44703
51069,63391
51071,40457
51073,54704
51075,71461
51077,30969
51079,55546
51081,35372
51083,33063
51085,71900
51087,55844
51089,33540
51091,35630
51093,58118
51095,70496
51097,41566
51099,72704
51101,56897
51103,43315
51105,29844
51107,109437
51109,49446
51111,35070
51113,48176
51115,51267
51117,35747
51119,44079
51121,42800
51125,42769
51127,67096
51131,33675
51133,45618
51135,32367
51137,56568
51139,38193
51141,32227
51143,37764
51145,69579
51147,36340
51149,61028
51153,87110
51155,40504
51157,56676
51159,39744
51161,53624
51163,43598
51165,51739
51167,33578
51169,35651
51171,44521
51173,34850
51175,43287
51177,67991
51179,86499
51181,47013
51183,36220
51185,35651
51187,52348
51191,39283
51193,42710
51195,34864
51197,38284
51199,72841
51510,79569
51520,32704
51530,34329
51540,42146
51550,61857
51570,46233
51580,31529
51590,28773
51595,30387
51600,83238
51610,109225
51620,33782
51630,44779
51640,31374
51650,42120
51660,34955
51670,36677
51678,38613
51680,37122
51683,65221
51685,66717
51690,28871
51700,44099
51710,39941
51720,30040
51730,30338
51735,77014
51740,40026
51750,32209
51760,36500
51770,34616
51775,44486
51790,36930
51800,55303
51810,58131
51820,39462
51830,44526
51840,40865
53001,42007
53003,39841
53005,55113
53007,46528
53009,43272
53011,53831
53013,39367
53015,45054
53017,45840
53019,35619
53021,49027
53023,42924
53025,42838
53027,38864
53029,49572
53031,44367
53033,66751
53035,58137
53037,43975
53039,44601
53041,38430
53043,44540
53045,43602
53047,36281
53049,33202
53051,41738
53053,53583
53055,52698
53057,48846
53059,49257
53061,62719
53063,44245
53065,40616
53067,55683
53069,43391
53071,43051
53073,47538
53075,39711
53077,38982
54001,33067
54003,50227
54005,35429
54007,32824
54009,40657
54011,34992
54013,29708
54015,30354
54017,36639
54019,31358
54021,32868
54023,35588
54025,34611
54027,34821
54029,37430
54031,33528
54033,39241
54035,35933
54037,60369
54039,42646
54041,35768
54043,33036
54045,33267
54047,23440
54049,38784
54051,38670
54053,33901
54055,31916
54057,35636
54059,30159
54061,43969
54063,34210
54065,39727
54067,35758
54069,38137
54071,34286
54073,40148
54075,29944
54077,39232
54079,52172
54081,37196
54083,32974
54085,35475
54087,33462
54089,28876
54091,36008
54093,34958
54095,36641
54097,35037
54099,35967
54101,29577
54103,36681
54105,34531
54107,38319
54109,32107
55001,40745
55003,35254
55005,40998
55007,42281
55009,48317
55011,45027
55013,38489
55015,61988
55017,46024
55019,39502
55021,53578
55023,38684
55025,56101
55027,48007
55029,48135
55031,40376
55033,46893
55035,45889
55037,41047
55039,50821
55041,37341
55043,42642
55045,51828
55047,41089
55049,49461
55051,34792
55053,43189
55055,48729
55057,42003
55059,48292
55061,49245
55063,47729
55065,43170
55067,39081
55069,44378
55071,44484
55073,48200
55075,38543
55077,44415
55078,30474
55079,39112
55081,47810
55083,49102
55085,43497
55087,53123
55089,69181
55091,47175
55093,56564
55095,45696
55097,47974
55099,39992
55101,50592
55103,40579
55105,45714
55107,34734
55109,64763
55111,47356
55113,37764
55115,42734
55117,48456
55119,42764
55121,47384
55123,43767
55125,37620
55127,48925
55129,40535
55131,62564
55133,70353
55135,44690
55137,40151
55139,46934
55141,45310
56001,39470
56003,45616
56005,75933
56007,50413
56009,58065
56011,55323
56013,48283
56015,40277
56017,39704
56019,47912
56021,55530
56023,62545
56025,53659
56027,40912
56029,47397
56031,45215
56033,48012
56035,69701
56037,67793
56039,65284
56041,56684
56043,47186
56045,55159
