region,value
6053,22.1
6055,23.4
6057,20.4
6059,19.4
6061,21.3
6063,22.3
6065,25.8
6067,27.2
6069,22.8
6071,27.6
6073,19
6075,16.2
6077,28.1
6079,24.2
6081,20.7
6083,18.2
6085,19.3
6087,19.8
6089,26.1
6091,21.4
6093,22.8
6095,29.7
6097,20.5
6099,32.5
6101,28.5
6103,27
6105,24.4
6107,32.4
6109,19.6
6111,19.8
6113,22.8
6115,24.6
8001,26.2
8003,22.9
8005,21.2
8007,16
8009,19.2
8011,26.5
8013,13.3
8014,17.5
8015,20.5
8017,23.5
8019,17.5
8021,24.5
8023,21.9
8025,21.5
8027,20.3
8029,20.3
8031,16.7
8033,19.6
8035,16.6
8037,11.8
8039,18.7
8041,22.2
8043,22.9
8045,19.7
8047,19
8049,16.9
8051,14.8
8053,20.2
8055,20
8057,21.1
8059,18.1
8061,19.2
8063,27.8
8065,17.2
8067,16.1
8069,18.5
8071,20.9
8073,23.9
8075,25.4
8077,23.4
8079,17.5
8081,25.5
8083,21.5
8085,19.6
8087,27
8089,27.2
8091,17.9
8093,19.6
8095,22.8
8097,14.5
8099,26.1
8101,25.9
8103,22.4
8105,23.2
8107,14
8109,19.2
8111,18.9
8113,16.3
8115,22
8117,13.1
8119,19.8
8121,23.1
8123,25.8
8125,24.8
9001,21
9003,26.4
9005,23.3
9007,23.5
9009,26.2
9011,27.3
9013,24.6
9015,29
10001,32.5
10003,27.2
10005,30.8
11001,22.7
12001,25.6
12003,35.6
12005,29.8
12007,36
12009,25.7
12011,24.2
12013,39.8
12015,26.1
12017,27.5
12019,29.4
12021,19.8
12023,36.4
12027,36.7
12029,30.8
12031,30.4
12033,28.7
12035,24.3
12037,32.5
12039,36.2
12041,31.5
12043,34.3
12045,31
12047,33.1
12049,34
12051,35.3
12053,33.2
12055,32.9
12057,28.1
12059,31.5
12061,25.2
12063,34.9
12065,31.9
12067,35.4
12069,29.8
12071,24.9
12073,26.5
12075,32.4
12077,39.3
12079,34.2
12081,25.7
12083,29.8
12085,21.1
12086,20.7
12087,21.7
12089,28.5
12091,26.2
12093,31.1
12095,24.8
12097,28.9
12099,21.5
12101,31.4
12103,25.3
12105,32.6
12107,36.7
12109,21.6
12111,28
12113,25.7
12115,20.4
12117,24.3
12119,28.9
12121,33.8
12123,39.3
12125,36.7
12127,26
12129,36.3
12131,27.5
12133,38.8
13001,34.6
13003,35
13005,32.6
13007,29.3
13009,36.7
13011,26.6
13013,34.4
13015,34.8
13017,35.1
13019,34.5
13021,31
13023,30.3
13025,32.6
13027,33.2
13029,29
13031,33.6
13033,31.6
13035,28.4
13037,34.1
13039,31.4
13043,30.2
13045,31.6
13047,27.5
13049,31.8
13051,31.3
13053,28.9
13055,33.9
13057,26.5
13059,26.1
13061,29.5
13063,37.6
13065,29.4
13067,22.6
13069,34.6
13071,35.2
13073,30
13075,31.1
13077,26.3
13079,26.5
13081,30.7
13083,32.2
13085,27.3
13087,29.8
13089,27.1
13091,28.2
13093,34.4
13095,34.3
13097,31.9
13099,31.3
13101,28
13103,34.8
13105,30.9
13107,36.4
13109,33.3
13111,25.5
13113,30.3
13115,30.8
13117,28.9
13119,29.4
13121,23.8
13123,29.4
13125,28.3
13127,25.8
13129,29
13131,32.8
13133,29.8
13135,29
13137,31.7
13139,25.5
13141,30.6
13143,27.1
13145,27.6
13147,29.7
13149,29.8
13151,32.6
13153,30.7
13155,29.1
13157,27.1
13159,28.8
13161,29.7
13163,35
13165,29.7
13167,33.7
13169,33.1
13171,30.3
13173,33
13175,36.3
13177,30.7
13179,35
13181,28.4
13183,31.1
13185,31.5
13187,30.6
13189,33
13191,30.5
13193,36
13195,31.6
13197,32.3
13199,34.4
13201,30.2
13205,33.3
13207,31.5
13209,36.1
13211,25.9
13213,32.2
13215,28.7
13217,32.6
13219,28.2
13221,29.7
13223,28.3
13225,34.2
13227,26.3
13229,28.2
13231,25.6
13233,34.4
13235,31.5
13237,29.9
13239,33.8
13241,29.5
13243,33.3
13245,33.9
13247,35.4
13249,30
13251,32.6
13253,30.5
13255,32.3
13257,29.9
13259,34.1
13261,32.6
13263,32.4
13265,30.7
13267,32.9
13269,28.3
13271,30.7
13273,31.2
13275,33.8
13277,34
13279,31.3
13281,27.8
13283,32.6
13285,29.8
13287,34.7
13289,32.1
13291,27.2
13293,31.8
13295,31.9
13297,34.1
13299,35.4
13301,31.6
13303,31.8
13305,31.7
13307,31.7
13309,31.8
13311,28.4
13313,33.3
13315,31.4
13317,32.5
13319,34.1
13321,36.6
15001,23.3
15003,22.5
15007,20.8
15009,22.8
16001,25.2
16003,27
16005,28
16007,28.6
16009,29.9
16011,33.2
16013,18.7
16015,21.4
16017,24
16019,29.4
16021,26.9
16023,28.2
16025,25.1
16027,33.4
16029,27.3
16031,30.5
16033,31.4
16035,30.7
16037,25.8
16039,29.8
16041,30.7
16043,28.7
16045,28.4
16047,30
16049,25.1
16051,32.6
16053,33.2
16055,24.7
16057,24.5
16059,26.6
16061,29.7
16063,32.2
16065,25.2
16067,34.3
16069,30.7
16071,31.2
16073,30.2
16075,33.4
16077,31.9
16079,31.3
16081,23.9
16083,27.6
16085,23.6
16087,30.1
17001,36.7
17003,27.8
17005,29.1
17007,33.1
17009,27.7
17011,28.5
17013,28.2
17015,27.7
17017,27.4
17019,25.4
17021,31.2
17023,32.1
17025,30.4
17027,28.8
17029,26.3
17031,25.1
17033,30.7
17035,26.9
17037,28.5
17039,29.8
17041,29.9
17043,22.2
17045,29.7
17047,30.7
17049,31.2
17051,32.6
17053,27.4
17055,29.6
17057,30.1
17059,27.8
17061,28
17063,29.9
17065,27.5
17067,27.6
17069,29.6
17071,29.2
17073,29.9
17075,33.4
17077,31.8
17079,29.3
17081,29.6
17083,32.4
17085,28.6
17087,28.8
17089,24.8
17091,29.7
17093,33.5
17095,25.5
17097,27.8
17099,26.5
17101,28.6
17103,31.9
17105,28.4
17107,28.8
17109,27.1
17111,26.9
17113,29.2
17115,29.2
17117,30.3
17119,31.8
17121,32.9
17123,28.2
17125,30.9
17127,30.1
17129,27.4
17131,30.4
17133,32.4
17135,30.7
17137,28.2
17139,28
17141,30.5
17143,28.5
17145,28.7
17147,28
17149,32.1
17151,28.4
17153,26.5
17155,28.8
17157,27.1
17159,28.1
17161,31.2
17163,32.7
17165,29.5
17167,27.9
17169,31
17171,29.5
17173,29.9
17175,29.5
17177,32.3
17179,30.1
17181,27.4
17183,35.1
17185,31.5
17187,29.9
17189,27.9
17191,28.6
17193,28
17195,28
17197,27.7
17199,31.2
17201,33.4
17203,30
18001,32.6
18003,29.9
18005,29.3
18007,32.2
18009,36.2
18011,27.1
18013,29.9
18015,26.3
18017,33.5
18019,33.1
18021,32.8
18023,30.5
18025,32.5
18027,37.5
18029,32
18031,32.2
18033,32.5
18035,31.5
18037,29
18039,32.6
18041,32.8
18043,29.6
18045,29.4
18047,25.3
18049,37.6
18051,31.7
18053,37.1
18055,32.7
18057,25.4
18059,34.4
18061,35.7
18063,31.4
18065,36.4
18067,31
18069,32.2
18071,36.6
18073,29
18075,33.7
18077,34.6
18079,32.6
18081,29.7
18083,32.1
18085,32.9
18087,34.1
18089,33.7
18091,34.7
18093,38.1
18095,33.1
18097,32.1
18099,30.4
18101,35.4
18103,35.3
18105,22.5
18107,32.3
18109,32.7
18111,34.9
18113,31.4
18115,29.8
18117,35.2
18119,33.5
18121,33.4
18123,32.4
18125,36.2
18127,31.4
18129,28.4
18131,31.1
18133,31.2
18135,35.4
18137,32.4
18139,32.2
18141,29.7
18143,29
18145,32.6
18147,30
18149,36
18151,33.5
18153,32.6
18155,31.6
18157,26.7
18159,30.7
18161,29.4
18163,33
18165,32.9
18167,32.7
18169,31.2
18171,31.4
18173,28.7
18175,30
18177,29.1
18179,27.9
18181,34.4
18183,31.5
19001,32
19003,30.4
19005,33.2
19007,35.3
19009,30.8
19011,34.2
19013,29.8
19015,31.9
19017,32.3
19019,34.8
19021,32.8
19023,33.7
19025,31.9
19027,30.2
19029,35.2
19031,31.6
19033,32.9
19035,37.6
19037,32.3
19039,30
19041,33.5
19043,31.4
19045,33.2
19047,34.1
19049,29.6
19051,32.5
19053,33
19055,33.3
19057,30.8
19059,33.3
19061,27.9
19063,32.8
19065,37.6
19067,30.5
19069,32.4
19071,32.5
19073,28.9
19075,31.4
19077,35.9
19079,30.2
19081,35.3
19083,34.6
19085,31.9
19087,34.4
19089,30.6
19091,31.5
19093,27.5
19095,30.1
19097,32.7
19099,31.9
19101,26.8
19103,23.5
19105,37.4
19107,29.4
19109,32.2
19111,31.5
19113,30.7
19115,37.1
19117,33.6
19119,31.5
19121,33.7
19123,31.6
19125,32.9
19127,34.5
19129,34.1
19131,30
19133,32.6
19135,32.1
19137,37.9
19139,33.9
19141,31.3
19143,34.2
19145,35.1
19147,35.9
19149,31.7
19151,31.2
19153,29
19155,36
19157,31.7
19159,34.9
19161,32.7
19163,31.6
19165,28.9
19167,28.8
19169,27.5
19171,30.8
19173,30.5
19175,37.8
19177,35.5
19179,35.5
19181,30.5
19183,31.2
19185,33.1
19187,30.9
19189,28.2
19191,25
19193,34.1
19195,33.4
19197,34.4
20001,34.5
20003,33.5
20005,33.2
20007,37.1
20009,35.2
20011,34.3
20013,29.4
20015,31.6
20017,28.2
20019,34.8
20021,37.2
20023,34.4
20025,31.5
20027,36.8
20029,30.1
20031,30.3
20033,34.3
20035,36.4
20037,33.1
20039,36.9
20041,32
20043,32.2
20045,24.4
20047,32.7
20049,33
20051,31.6
20053,33.2
20055,34.9
20057,30.5
20059,33.6
20061,33.1
20063,30.4
20065,28.9
20067,35.4
20069,36
20071,32.7
20073,32.8
20075,37
20077,34.7
20079,31.1
20081,33.6
20083,32.1
20085,33.2
20087,29.6
20089,30
20091,24.5
20093,28.5
20095,32.3
20097,32.9
20099,34
20101,31
20103,32.3
20105,31.1
20107,31.3
20109,31.2
20111,34.7
20113,29.2
20115,31.1
20117,32.6
20119,26.8
20121,33.9
20123,32.2
20125,35.3
20127,35.7
20129,32
20131,30.5
20133,33.8
20135,31.3
20137,32.6
20139,37.3
20141,33.7
20143,38.4
20145,30.1
20147,28.6
20149,31.2
20151,34
20153,32.6
20155,35.7
20157,31.3
20159,32.7
20161,24.6
20163,32.9
20165,32.9
20167,30.6
20169,35.1
20171,32.2
20173,31.1
20175,38.3
20177,33.1
20179,31.8
20181,29.9
20183,34.6
20185,32.6
20187,31.3
20189,34.7
20191,30.7
20193,35.1
20195,29.4
20197,30.7
20199,33.2
20201,30.9
20203,29.2
20205,33
20207,33.6
20209,36
21001,34.2
21003,33.8
21005,34.3
21007,34.3
21009,30.8
21011,30
21013,38.1
21015,32.1
21017,34
21019,38.9
21021,32.2
21023,32.1
21025,41.4
21027,36.5
21029,32.4
21031,33.2
21033,35.1
21035,30.3
21037,31.3
21039,33.6
21041,35.1
21043,38.9
21045,36.7
21047,36.7
21049,30.3
21051,37.9
21053,34.9
21055,33.8
21057,31.9
21059,30.1
21061,31.2
21063,33.8
21065,35
21067,27.3
21069,34.2
21071,37.6
21073,33
21075,31.8
21077,35.4
21079,30.1
21081,36.1
21083,30.1
21085,36.6
21087,38.2
21089,39.9
21091,34.5
21093,32.6
21095,36.3
21097,29.6
21099,37.2
21101,32.5
21103,31.3
21105,35.6
21107,35
21109,37.4
21111,31.4
21113,31.3
21115,37.1
21117,28.1
21119,40
21121,39.5
21123,33.4
21125,37.7
21127,42.3
21129,33.5
21131,43.4
21133,38.4
21135,38.7
21137,30.5
21139,29.4
21141,35.2
21143,33.3
21145,33.7
21147,34.2
21149,37
21151,32.1
21153,33.3
21155,30.4
21157,34.5
21159,39.1
21161,29.8
21163,35.6
21165,33
21167,35.6
21169,33.6
21171,29.6
21173,32
21175,35.4
21177,38
21179,32
21181,32.2
21183,37.3
21185,27.3
21187,29.6
21189,33.4
21191,31.9
21193,36.9
21195,38.6
21197,36
21199,33.5
21201,34.7
21203,36.1
21205,34.4
21207,34.5
21209,29
21211,32.6
21213,35.2
21215,29.7
21217,35.6
21219,33.7
21221,33.3
21223,33.8
21225,30.5
21227,31.5
21229,32.9
21231,37.2
21233,35.5
21235,36.4
21237,32
21239,28.8
22001,32.8
22003,34.3
22005,30.9
22007,34.6
22009,37
22011,35.8
22013,38.6
22015,34.6
22017,34.3
22019,32.1
22021,36.3
22023,31.1
22025,35.4
22027,37.2
22029,38.4
22031,38.9
22033,32.8
22035,42.1
22037,42
22039,41.9
22041,38.3
22043,33.7
22045,35.8
22047,39.6
22049,35
22051,35.4
22053,36.2
22055,30.8
22057,36.6
22059,33.2
22061,37.3
22063,34.1
22065,41.8
22067,39.8
22069,34.9
22071,31.7
22073,35.7
22075,33.2
22077,35.3
22079,35.7
22081,40.7
22083,37.2
22085,39.4
22087,35.1
22089,35.4
22091,40.6
22093,36.9
22095,35.4
22097,39.5
22099,33.9
22101,37.9
22103,27.5
22105,39.1
22107,35
22109,39.3
22111,34.5
22113,31
22115,36.7
22117,37.4
22119,36.1
22121,39.9
22123,36.4
22125,34.1
22127,37.8
23001,33
23003,34.3
23005,22.3
23007,30
23009,23.8
23011,30.8
23013,23.1
23015,24.3
23017,31.1
23019,30.1
23021,33.3
23023,24.7
23025,35.1
23027,28.2
23029,28
23031,27.2
24001,32.4
24003,28.8
24005,28.6
24009,28.9
24011,34.6
24013,27.1
24015,33.1
24017,35.5
24019,35.6
24021,28.6
24023,30.2
24025,27.2
24027,21.1
24029,27.9
24031,19.7
24033,33
24035,27.9
24037,31.6
24039,42.4
24041,29.1
24043,33.4
24045,35.8
24047,29.1
24510,33.5
25001,19.2
25003,23.1
25005,27.9
25007,21.1
25009,24.9
25011,20.1
25013,27.3
25015,18.6
25017,22.2
25019,19.5
25021,19.9
25023,27
25025,21.8
25027,26.6
26001,30.2
26003,29
26005,29.7
26007,31.4
26009,32
26011,33.4
26013,32.2
26015,30.7
26017,35.1
26019,27.8
26021,34.6
26023,31.2
26025,33.4
26027,34.8
26029,27.7
26031,32.8
26033,34.5
26035,33.3
26037,31
26039,29.4
26041,31.5
26043,29.3
26045,35.2
26047,29.2
26049,32.5
26051,34.4
26053,30.7
26055,26
26057,33.4
26059,31.5
26061,30.6
26063,30.8
26065,30.3
26067,37.7
26069,32.7
26071,28.2
26073,31.1
26075,33.4
26077,30.5
26079,31
26081,28.4
26083,30.3
26085,31.3
26087,29.3
26089,25.5
26091,30.2
26093,28.9
26095,32.2
26097,30.7
26099,33.1
26101,34.1
26103,28.7
26105,29.1
26107,35
26109,33.8
26111,30
26113,31.6
26115,33.1
26117,33.7
26119,27.9
26121,35.6
26123,33.5
26125,25.5
26127,34.5
26129,35.2
26131,32
26133,33.7
26135,32.9
26137,32.7
26139,27.3
26141,31.8
26143,33.7
26145,38.8
26147,32.4
26149,34.5
26151,30.7
26153,30.5
26155,31.8
26157,31.9
26159,33.1
26161,24.4
26163,33.1
26165,29.6
27001,29.2
27003,29.5
27005,32.1
27007,30.8
27009,29.2
27011,28.2
27013,33.8
27015,29.6
27017,29.6
27019,22.4
27021,25.8
27023,29.4
27025,29.4
27027,28.4
27029,30.8
27031,28.3
27033,31.3
27035,28.5
27037,26.1
27039,24.4
27041,29.7
27043,26.2
27045,24.5
27047,29.6
27049,32.1
27051,31.8
27053,22.5
27055,24.8
27057,24.2
27059,27.4
27061,31.9
27063,31.1
27065,29.4
27067,28.7
27069,27.1
27071,27.3
27073,28.1
27075,29.8
27077,29.7
27079,32
27081,27.8
27083,28.6
27085,30.8
27087,32.4
27089,29.3
27091,31.9
27093,29.9
27095,35.8
27097,34.1
27099,30.5
27101,29.3
27103,29.7
27105,28.6
27107,27.6
27109,25.2
27111,29.3
27113,27.2
27115,36.1
27117,28
27119,33.3
27121,32
27123,25.6
27125,32.5
27127,32.4
27129,29.1
27131,31.3
27133,27.8
27135,28.7
27137,26.7
27139,24.3
27141,28.5
27143,33
27145,27.4
27147,30.1
27149,33.6
27151,28.3
27153,30
27155,32
27157,31.7
27159,28.9
27161,33.5
27163,25.6
27165,26.4
27167,27.9
27169,28.8
27171,27.7
27173,28.6
28001,37.9
28003,38.5
28005,43.3
28007,40.1
28009,37.4
28011,37.5
28013,36.3
28015,34.7
28017,33.5
28019,32
28021,47.9
28023,35.3
28025,35.6
28027,43.1
28029,37.6
28031,36.7
28033,35.7
28035,34.4
28037,36
28039,34.2
28041,38.3
28043,39.3
28045,31.8
28047,32.1
28049,34.7
28051,46.2
28053,41.8
28055,34.4
28057,35
28059,31.9
28061,38.4
28063,44.5
28065,39.9
28067,38.6
28069,37.3
28071,34.3
28073,32.6
28075,32.4
28077,36.9
28079,41.2
28081,33.1
28083,44.1
28085,39.4
28087,34.4
28089,28.4
28091,34.5
28093,39.3
28095,38.7
28097,39
28099,37.9
28101,35.2
28103,40.8
28105,34.4
28107,36.1
28109,34
28111,37.6
28113,37.4
28115,31.1
28117,33.5
28119,42
28121,31.5
28123,33.8
28125,37.7
28127,37.9
28129,37.3
28131,35.8
28133,41.9
28135,39.6
28137,37.6
28139,34.1
28141,37.3
28143,40.4
28145,33.3
28147,38.9
28149,32.6
28151,39.1
28153,38.6
28155,34.2
28157,40.1
28159,36.9
28161,39.4
28163,38.8
29001,29.1
29003,28.8
29005,29.6
29007,34.6
29009,32.2
29011,35.3
29013,31.8
29015,31.2
29017,32.8
29019,28.4
29021,32.5
29023,35.1
29025,37.3
29027,34
29029,27.9
29031,31.9
29033,35.7
29035,30.8
29037,30
29039,31.1
29041,30.2
29043,28.9
29045,34
29047,29
29049,34.3
29051,30.3
29053,35.4
29055,32.1
29057,34.3
29059,33.5
29061,32.6
29063,35.9
29065,34.7
29067,32.3
29069,31.9
29071,30
29073,34.8
29075,28.5
29077,32.2
29079,32.5
29081,34.2
29083,29.2
29085,29
29087,32.3
29089,33.7
29091,31.2
29093,35
29095,30.8
29097,34.4
29099,29.9
29101,31
29103,31.7
29105,30.9
29107,28.8
29109,29.9
29111,35.6
29113,31
29115,30.3
29117,28.7
29119,27.6
29121,32.9
29123,34.3
29125,33.4
29127,37.4
29129,33.1
29131,30.4
29133,31.8
29135,28
29137,30.5
29139,33.8
29141,28
29143,32.9
29145,32
29147,29.9
29149,32.2
29151,33
29153,33.4
29155,34.3
29157,32.8
29159,36.4
29161,26.9
29163,28.5
29165,30.3
29167,29.2
29169,28.8
29171,31.9
29173,32.2
29175,32.9
29177,34.5
29179,32.7
29181,34.4
29183,24.5
29185,28.3
29186,29.5
29187,32.6
29189,28.9
29195,37.7
29197,30.2
29199,31.2
29201,36.6
29203,29.2
29205,33
29207,32.8
29209,33.3
29211,35.6
29213,31
29215,32.4
29217,30
29219,27.9
29221,33.2
29223,36.2
29225,33.4
29227,30.1
29229,31.2
29510,33.7
30001,23.6
30003,39
30005,35.7
30007,30
30009,23
30011,24.1
30013,28.2
30015,25.9
30017,30.7
30019,25
30021,30.7
30023,25.5
30025,27.4
30027,25.3
30029,22.6
30031,15.6
30033,25.2
30035,33.9
30037,23.5
30039,28.5
30041,33.3
30043,26.3
30045,28.3
30047,28.1
30049,23.9
30051,26
30053,28.2
30055,23
30057,20.6
30059,23.1
30061,27.3
30063,22.2
30065,27
30067,21.9
30069,23.5
30071,28.4
30073,29.2
30075,26.8
30077,27.6
30079,25.9
30081,22.5
30083,30.3
30085,36.8
30087,35.5
30089,25.9
30091,29.3
30093,25.1
30095,20.9
30097,23.6
30099,26.3
30101,26.2
30103,24.9
30105,29.1
30107,24.9
30109,26
30111,24.7
31001,33.1
31003,27
31005,29.6
31007,33.5
31009,28.5
31011,31.4
31013,33.6
31015,34.5
31017,30
31019,30
31021,30.9
31023,32
31025,34.9
31027,28.2
31029,30.5
31031,25.8
31033,31.3
31035,32.8
31037,31.3
31039,29.3
31041,32
31043,35.8
31045,27.3
31047,33.8
31049,29.8
31051,31.1
31053,32.8
31055,27.6
31057,35.7
31059,33.5
31061,36.9
31063,35.7
31065,33.8
31067,34.2
31069,32.8
31071,27.7
31073,34.4
31075,27.5
31077,32.3
31079,33.7
31081,32.4
31083,31.8
31085,33
31087,36.3
31089,29.7
31091,26.3
31093,29.1
31095,36.6
31097,29.9
31099,31
31101,27.3
31103,29.2
31105,31.2
31107,31.8
31109,25.9
31111,31.4
31113,30.7
31115,30.3
31117,29.9
31119,32.2
31121,32.5
31123,29.9
31125,29.8
31127,35.4
31129,33.6
31131,33.7
31133,29.7
31135,24
31137,33.4
31139,34
31141,29
31143,29.2
31145,31.9
31147,36.9
31149,29.6
31151,32.9
31153,30.3
31155,28.3
31157,34.1
31159,29.4
31161,29.9
31163,32.9
31165,31.9
31167,34
31169,29.7
31171,32.7
31173,42.1
31175,32.3
31177,31.1
31179,29.6
31181,33
31183,27.4
31185,33.8
32001,25.7
32003,27.7
32005,21.5
32007,30
32009,25.9
32011,27.3
32013,25.5
32015,30.5
32017,26.3
32019,30.4
32021,28.6
32023,32.7
32027,31.1
32029,27.2
32031,21.7
32033,28.8
32510,24.9
33001,31.6
33003,24.9
33005,27.2
33007,30.7
33009,24.9
33011,28.2
33013,29.5
33015,25.7
33017,28.9
33019,28.6
34001,27.2
34003,20.9
34005,27.8
34007,29.9
34009,28
34011,34.4
34013,28.4
34015,29.7
34017,24.1
34019,21.7
34021,24.3
34023,24.6
34025,22.6
34027,20.3
34029,27.9
34031,25.5
34033,33.6
34035,22.1
34037,25.5
34039,24.3
34041,28.1
35001,21.4
35003,20.8
35005,29.5
35006,31.3
35007,22.3
35009,30.5
35011,23.2
35013,23.6
35015,31.4
35017,22.4
35019,27.7
35021,23.5
35023,23
35025,33.6
35027,20.2
35028,19.5
35029,24.9
35031,35
35033,22.6
35035,25.3
35037,33.4
35039,24.7
35041,27
35043,23.8
35045,31.7
35047,22.9
35049,13.5
35051,22.1
35053,26.5
35055,17.3
35057,26.2
35059,27.5
35061,26.5
36001,25.1
36003,29.2
36005,30.3
36007,26.9
36009,27.7
36011,30
36013,29.3
36015,28.7
36017,29.8
36019,30
36021,24.1
36023,26.5
36025,27.2
36027,25.4
36029,26.3
36031,26.6
36033,29.9
36035,29.6
36037,26.2
36039,27.3
36041,25
36043,29.3
36045,28.5
36047,22.7
36049,33.4
36051,30.7
36053,25.5
36055,27.3
36057,25.4
36059,22.9
36061,14.8
36063,29.8
36065,31
36067,27.5
36069,28.8
36071,28.3
36073,27.8
36075,28.7
36077,25.6
36079,23.2
36081,23.6
36083,26.9
36085,27.7
36087,21.9
36089,27.9
36091,26.2
36093,25.6
36095,25.5
36097,30.2
36099,28.5
36101,30.4
36103,22.7
36105,28.8
36107,28.8
36109,25.4
36111,26.7
36113,26.8
36115,31.5
36117,29.6
36119,19.8
36121,25.1
36123,26
37001,35.2
37003,34.2
37005,27
37007,34.5
37009,29.3
37011,26.1
37013,33.2
37015,35.3
37017,38.2
37019,28.5
37021,23.3
37023,32.5
37025,29.8
37027,32.9
37029,30.6
37031,25.7
37033,35.8
37035,29.3
37037,27
37039,30.6
37041,34.4
37043,29.2
37045,30.7
37047,31
37049,30.3
37051,32.2
37053,28.6
37055,27
37057,31.2
37059,29
37061,31.7
37063,29
37065,40.7
37067,31.2
37069,30.8
37071,33.2
37073,33.4
37075,27.6
37077,35.5
37079,35.7
37081,30.6
37083,39.1
37085,33.1
37087,30.4
37089,27.4
37091,36.7
37093,34.6
37095,29.4
37097,28.8
37099,31.6
37101,35.2
37103,33.8
37105,29.9
37107,37
37109,27.2
37111,30.9
37113,27.7
37115,24.6
37117,38
37119,23.8
37121,29.5
37123,30.7
37125,27.7
37127,31.3
37129,24.8
37131,38.7
37133,30.2
37135,23
37137,31.7
37139,35.3
37141,30.8
37143,33
37145,32.5
37147,34.2
37149,27.5
37151,32.2
37153,37.9
37155,39.5
37157,35.3
37159,32.7
37161,28.6
37163,36.7
37165,36.3
37167,30
37169,33.9
37171,31
37173,33.6
37175,24.7
37177,30.8
37179,26
37181,38.3
37183,24.5
37185,39.2
37187,32.6
37189,26.5
37191,34.3
37193,26.5
37195,36.9
37197,31.1
37199,27
38001,31.5
38003,34.6
38005,30.5
38007,27.9
38009,30.9
38011,30.2
38013,28.4
38015,28.8
38017,29.2
38019,32.1
38021,33.6
38023,26.8
38025,33.1
38027,31.3
38029,30.5
38031,30.3
38033,31.8
38035,30.3
38037,33
38039,26.4
38041,29.1
38043,29.6
38045,33.5
38047,32.9
38049,31.5
38051,33.3
38053,32.3
38055,33.3
38057,31.1
38059,33
38061,35.5
38063,31.4
38065,31.2
38067,31.7
38069,34.1
38071,33.2
38073,33
38075,31.5
38077,32.9
38079,41
38081,34.2
38083,31.4
38085,33.3
38087,25.9
38089,29.4
38091,29.8
38093,32.8
38095,29.8
38097,32.7
38099,32.3
38101,30.9
38103,33.8
38105,35
39001,30.6
39003,35
39005,27.3
39007,33
39009,28.5
39011,34.3
39013,33.1
39015,33.3
39017,32.2
39019,34.3
39021,36.7
39023,31.1
39025,29.7
39027,33.7
39029,32.7
39031,33.8
39033,31.3
39035,29.4
39037,31.8
39039,32.5
39041,27.5
39043,34.9
39045,32.1
39047,33
39049,29.6
39051,36.4
39053,32
39055,25.8
39057,30.8
39059,36
39061,28.7
39063,30.9
39065,35.1
39067,29.4
39069,28.6
39071,31.6
39073,37
39075,31
39077,32.8
39079,37
39081,36.3
39083,27.2
39085,25.9
39087,38.9
39089,30.8
